>TARGSPHER  spherical target with explicit spacing
8217 = NAT
1.000000  0.000000  0.000000 = A_1 vector
0.000000  1.000000  0.000000 = A_2 vector
1.000000  1.000000  1.000000 = (d_x,d_y,d_z)/d
-40.5 -40.5 -40.5 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 1,1,1
    JA   IX   IY   IZ ICOMP(x,y,z)
   692  33  40  41 1 1 1
   693  33  40  42 1 1 1
   694  33  40  43 1 1 1
   695  33  40  44 1 1 1
   696  33  40  45 1 1 1
   697  33  40  46 1 1 1
   698  33  40  47 1 1 1
   699  33  40  48 1 1 1
   700  33  40  49 1 1 1
   701  33  40  50 1 1 1
   702  33  41  32 1 1 1
   703  33  41  33 1 1 1
   704  33  41  34 1 1 1
   705  33  41  35 1 1 1
   706  33  41  36 1 1 1
   707  33  41  37 1 1 1
   708  33  41  38 1 1 1
   709  33  41  39 1 1 1
   710  33  41  40 1 1 1
   711  33  41  41 1 1 1
   712  33  41  42 1 1 1
   713  33  41  43 1 1 1
   714  33  41  44 1 1 1
   715  33  41  45 1 1 1
   716  33  41  46 1 1 1
   717  33  41  47 1 1 1
   718  33  41  48 1 1 1
   719  33  41  49 1 1 1
   720  33  41  50 1 1 1
   721  33  42  32 1 1 1
   722  33  42  33 1 1 1
   723  33  42  34 1 1 1
   724  33  42  35 1 1 1
   725  33  42  36 1 1 1
   726  33  42  37 1 1 1
   727  33  42  38 1 1 1
   728  33  42  39 1 1 1
   729  33  42  40 1 1 1
   730  33  42  41 1 1 1
   731  33  42  42 1 1 1
   732  33  42  43 1 1 1
   733  33  42  44 1 1 1
   734  33  42  45 1 1 1
   735  33  42  46 1 1 1
   736  33  42  47 1 1 1
   737  33  42  48 1 1 1
   738  33  42  49 1 1 1
   739  33  42  50 1 1 1
   740  33  43  32 1 1 1
   741  33  43  33 1 1 1
   742  33  43  34 1 1 1
   743  33  43  35 1 1 1
   744  33  43  36 1 1 1
   745  33  43  37 1 1 1
   746  33  43  38 1 1 1
   747  33  43  39 1 1 1
   748  33  43  40 1 1 1
   749  33  43  41 1 1 1
   750  33  43  42 1 1 1
   751  33  43  43 1 1 1
   752  33  43  44 1 1 1
   753  33  43  45 1 1 1
   754  33  43  46 1 1 1
   755  33  43  47 1 1 1
   756  33  43  48 1 1 1
   757  33  43  49 1 1 1
   758  33  43  50 1 1 1
   759  33  44  32 1 1 1
   760  33  44  33 1 1 1
